epoch,fisher_a,fisher_b,fisher_divergence,intra_var_a,intra_var_b,inter_dist_a,inter_dist_b,silhouette_a,silhouette_b,grad_norm_a_mean,grad_norm_b_mean,grad_norm_ratio
0,0.15899921218953222,0.2590126593953247,-0.10001344720579247,2.591360878944397,6.494950854182243,8.06642439984312,12.559848969247605,-0.26043274998664856,-0.3277093470096588,0.04402658237848653,0.033331305655559626,1.3208774245052324
1,0.23545803401796206,0.3104598233021001,-0.07500178928413803,0.5041549888253212,0.3099216136336327,4.573834190814182,3.733564276153391,-0.1678808033466339,-0.24462418258190155,0.09632186408339978,0.08770401940054796,1.0982604190680203
2,0.25873992588110073,0.31277309366470674,-0.054033167783606006,0.2603264918923378,0.1219029251486063,3.4781930607015434,2.3973471651143496,-0.13705290853977203,-0.20853115618228912,0.1574032153369369,0.14009001932118234,1.1235861402816962
3,0.2973683132685929,0.29171503013585026,0.005653283132742659,0.19235327139496802,0.11456766813993453,3.2230473379655318,2.267007716635261,-0.12428214401006699,-0.18776282668113708,0.20477774468508578,0.15728484253355576,1.301954647167296
4,0.2962512321883657,0.2811099850503225,0.015141247138043212,0.1862039338052273,0.12591062508523465,3.1736349883464854,2.3647376348273923,-0.12120331823825836,-0.17801408469676971,0.23203655481529176,0.158830652100416,1.460905292131777
5,0.3255075310553989,0.2835537310856751,0.041953799969723815,0.17367845088243483,0.11045547172427178,3.218755760746773,2.210639689618891,-0.10516922920942307,-0.17366962134838104,0.2482732194437099,0.1736044077415994,1.430108880139507
6,0.33823393470000135,0.2659443916183995,0.07228954308160185,0.1823835911601782,0.10607379361987114,3.370076775249809,2.1177283773458364,-0.10239225625991821,-0.15497702360153198,0.24724319938544043,0.1871485420272126,1.3211066647712546
7,0.3405948834168887,0.25541128724478607,0.08518359617210264,0.18550816141068935,0.11070075638592243,3.413700089725581,2.129624946749572,-0.1044251024723053,-0.15737909078598022,0.2537058556091305,0.19026887583679217,1.3334069545493263
8,0.33980005716670336,0.2408284474200418,0.09897160974666155,0.19055429011583327,0.1081448207050562,3.458457000062923,2.062951438174103,-0.09670413285493851,-0.1476690173149109,0.2573572091391204,0.19822965452706134,1.2982779835355434
9,0.3481927824825903,0.23719407040859872,0.11099871207399156,0.18977168172597886,0.11054642252624035,3.4996851578204318,2.063890733104764,-0.10459551960229874,-0.14403732120990753,0.2614229777476304,0.2029591721416435,1.288056913656587
10,0.34870013207468836,0.2430514899247108,0.10564864214997757,0.1988972558826208,0.09951523341238498,3.5810587163404985,1.9789564716093468,-0.10984056442975998,-0.15220803022384644,0.2608716907652997,0.21148952645364666,1.2334969149761053
11,0.3467287917072318,0.23574311394550504,0.11098567776172677,0.1908869704604149,0.09629526518285275,3.502553958182383,1.9186830036447506,-0.08828940987586975,-0.15293872356414795,0.2694308114639094,0.2223308189931163,1.2118463853353032
12,0.35674507032302716,0.2301824932732608,0.12656257704976637,0.18523166589438916,0.09743264455348254,3.504515737584143,1.9165312105357044,-0.09668921679258347,-0.14402157068252563,0.27410579407474434,0.22311822655333668,1.2285225910219089
13,0.3599812884085916,0.23832673810916827,0.12165455029942335,0.17684494823217392,0.08934734843671321,3.4407129351659256,1.875830406396076,-0.09917982667684555,-0.14920876920223236,0.27872628157556784,0.2279631272864052,1.2226813724948238
14,0.3483536437715716,0.23829484352555882,0.11005880024601275,0.17777011066675186,0.09220765534788371,3.39546910844668,1.8914128207377714,-0.08915103226900101,-0.15548387169837952,0.2862310236604719,0.23007097263520754,1.244098757618251
15,0.3490874978967483,0.22185752376394188,0.12722997413280643,0.18166346691548824,0.09366487704217434,3.4395349519662184,1.8461570791042212,-0.10128023475408554,-0.15507809817790985,0.2844017351276205,0.23821012706269992,1.1939111350780274
16,0.3464497256453783,0.21979411893532247,0.12665560671005582,0.18404718436300754,0.08888849664479494,3.4476365687269155,1.7989067937388565,-0.09592609852552414,-0.14625200629234314,0.2860388776009768,0.24214697887099712,1.1812613443372733
17,0.35460155125945325,0.22908141591536993,0.12552013534408332,0.17796563185751438,0.08402453701943159,3.430811375933464,1.7856002311754708,-0.09054796397686005,-0.14340165257453918,0.2895039100240456,0.24425938812228098,1.185231406650377
18,0.35756444355305783,0.22616358044076654,0.1314008631122913,0.188895548209548,0.08272404599934817,3.5485821507916304,1.7558034226027401,-0.09043874591588974,-0.13778510689735413,0.2870096732562578,0.24448591771983064,1.173931260310235
19,0.35280261953528963,0.2133529824472182,0.13944963708807143,0.19160978138446808,0.08072550933808088,3.5502883090033674,1.6891688394245474,-0.0976773053407669,-0.14732597768306732,0.28803394938880483,0.2565760940542148,1.1226062943412025
20,0.35944149356061017,0.22288022426834178,0.1365612692922684,0.18475798964500428,0.07661378879100084,3.523226189613342,1.67590789706418,-0.0865025445818901,-0.14402581751346588,0.28928315106562447,0.25631634585001645,1.1286176026741679
21,0.35278565051910815,0.2154680090557089,0.13731764146339925,0.19639151349663733,0.07446516662836075,3.5979372265664016,1.6358743525695318,-0.08409641683101654,-0.13222235441207886,0.2863043195646082,0.2598212430836372,1.1019280223101922
22,0.3582233798419715,0.2136029381541823,0.1446204416877892,0.18743450067937373,0.08043945219367743,3.546332577406758,1.6901608280220417,-0.08400394022464752,-0.13293009996414185,0.2894699210855187,0.2569244538486881,1.1266732515436824
23,0.3530338510397613,0.21083198322278532,0.142201867816976,0.19629388250410557,0.07266929715871812,3.598903253825024,1.5990089389832334,-0.08604800701141357,-0.1280113011598587,0.28754809940196885,0.2672874192473069,1.0758010588515774
24,0.3691823797602839,0.2123919849592199,0.156790394801064,0.1879053819179535,0.07812716033309698,3.602467003639298,1.662252367734909,-0.09257842600345612,-0.13930121064186096,0.2881309949791134,0.2606082501334406,1.1056096028252527
25,0.35775502565083245,0.22596277099300685,0.1317922546578256,0.1883858922868967,0.07058283615857362,3.5520738000279724,1.625536288685269,-0.09090115129947662,-0.12812097370624542,0.29644978537402394,0.26359402341142496,1.1246452794753392
26,0.3568404767376784,0.2152301233121789,0.1416103534254995,0.19564870618283747,0.07308623608201742,3.6130401289764076,1.6119022548319113,-0.08880525827407837,-0.1439984291791916,0.2918488786091655,0.26564363915990424,1.0986480555139755
27,0.360540664947019,0.21604200397357276,0.1444986609734462,0.19319893918931486,0.06690791364759206,3.611991766721311,1.5474100462415001,-0.08226598799228668,-0.13889262080192566,0.2926693663468211,0.27509317857404586,1.0638917228880944
28,0.35483980802303305,0.2196670868994533,0.13517272112357975,0.18630668319761753,0.060630581751465795,3.519269738624794,1.4925784799727526,-0.09086569398641586,-0.14338894188404083,0.29781227301918234,0.2856221143549555,1.0426792871587132
29,0.36166561836571176,0.21218665546515142,0.14947896290056034,0.1840648528188467,0.062711003087461,3.5350036271533583,1.483710036313895,-0.07527239620685577,-0.1374940425157547,0.29684611449467396,0.29220715550299414,1.0158755483757371
30,0.3583922753714795,0.20929159107094003,0.14910068430053947,0.18643780387938022,0.0650265971943736,3.5390277450614507,1.4992296981811524,-0.08110861480236053,-0.14664752781391144,0.2983387560319687,0.2849522584611913,1.0469779996596185
